brand,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
Maruti,25000,Individual,Petrol,Manual,22.74,796,5,210000
Renault,15000,Individual,Petrol,Manual,20.0,999,7,654000
Maruti,18767,Dealer,Petrol,Manual,23.26,1197,5,760000
Volkswagen,57000,Dealer,Diesel,Manual,22.27,1498,5,345000
Mercedes-Benz,60696,Dealer,Diesel,Automatic,11.3,2987,7,4500000
Kia,15000,Individual,Petrol,Automatic,16.8,1497,5,1400000
Hyundai,22000,Dealer,Petrol,Manual,17.0,1591,5,910000
Toyota,50000,Individual,Diesel,Manual,12.99,2494,8,1400000
Maruti,44651,Dealer,Petrol,Manual,16.1,1197,5,435000
Force,60000,Individual,Diesel,Manual,17.0,2596,5,700000
Toyota,6300,Dealer,Diesel,Automatic,12.9,2755,7,3650000
Maruti,90000,Individual,Diesel,Manual,23.4,1248,5,475000
Ford,50000,Individual,Diesel,Manual,20.0,1399,5,250000
Hyundai,45000,Individual,Petrol,Manual,19.81,1086,5,155000
Maruti,25000,Individual,Petrol,Manual,21.01,1197,5,700000
Land Rover,104000,Individual,Diesel,Automatic,12.51,2179,7,2700000
Maruti,30000,Dealer,Petrol,Manual,22.0,1197,5,740000
Hyundai,55000,Dealer,Diesel,Manual,19.67,1582,5,1115000
Honda,80000,Individual,Diesel,Manual,27.3,1498,5,600000
Maruti,54100,Dealer,Diesel,Manual,22.9,1248,5,650000
Hyundai,35000,Individual,Diesel,Manual,22.54,1396,5,800000
Hyundai,5000,Dealer,Petrol,Manual,20.3,1086,5,600000
Honda,70000,Individual,Petrol,Manual,17.4,1497,5,800000
Hyundai,30215,Dealer,Petrol,Manual,20.36,1197,5,264000
Datsun,10400,Individual,Petrol,Manual,22.5,999,5,300000
Maruti,56930,Dealer,Petrol,Manual,22.0,1197,5,460000
Maruti,23000,Individual,Diesel,Manual,27.39,1248,5,850000
Mahindra,50000,Dealer,Diesel,Manual,25.32,1198,5,550000
Ford,130000,Individual,Diesel,Manual,25.83,1498,5,507000
Renault,23000,Dealer,Petrol,Manual,25.17,799,5,425000
Maruti,72000,Dealer,Diesel,Manual,19.3,1248,5,475000
Hyundai,42472,Dealer,Petrol,Manual,18.6,1197,5,590000
Mahindra,65000,Dealer,Diesel,Manual,21.0,1498,7,675000
Maruti,62000,Dealer,Petrol,Automatic,23.1,998,5,470000
Skoda,9570,Dealer,Petrol,Automatic,14.3,1598,5,1195000
BMW,15000,Dealer,Diesel,Automatic,15.3,2993,5,6350000
Maruti,40860,Dealer,Petrol,Manual,21.63,998,5,345000
Maruti,95011,Dealer,Petrol,Manual,22.74,796,5,225000
Hyundai,36971,Dealer,Petrol,Manual,19.81,1086,5,310000
Hyundai,35000,Individual,Diesel,Manual,21.38,1396,5,900000
Renault,48133,Dealer,Petrol,Automatic,14.99,1498,5,1155000
Ford,26488,Dealer,Diesel,Manual,25.83,1498,5,575000
Honda,71572,Dealer,Diesel,Manual,25.8,1498,5,455000
Renault,5000,Individual,Petrol,Automatic,24.04,999,5,472000
Maruti,110000,Individual,Diesel,Manual,28.09,1248,5,600000
Ford,60000,Individual,Diesel,Manual,20.0,1399,5,230000
Hyundai,69000,Dealer,Diesel,Automatic,17.01,1582,5,900000
Maruti,20360,Dealer,Petrol,Automatic,20.28,1462,5,875000
Toyota,87000,Individual,Diesel,Manual,13.68,2393,7,1700000
Audi,100000,Dealer,Diesel,Automatic,17.11,1968,5,780000
Hyundai,11300,Dealer,Petrol,Manual,18.9,1197,5,525000
Tata,42187,Dealer,Diesel,Manual,17.6,2179,7,1495000
Hyundai,23135,Dealer,Petrol,Manual,18.9,1197,5,450000
BMW,60000,Dealer,Diesel,Automatic,14.49,2993,5,465000
Maruti,120000,Individual,Diesel,Manual,20.77,1248,7,725000
Toyota,50000,Dealer,Diesel,Manual,12.8,2494,7,950000
BMW,24000,Dealer,Diesel,Automatic,18.12,1995,5,3800000
Maruti,7557,Dealer,Petrol,Manual,16.11,1196,5,450000
Ford,120000,Individual,Diesel,Manual,20.0,1399,5,280000
Honda,20000,Individual,Petrol,Manual,17.8,1198,5,530000
Hyundai,44726,Dealer,Petrol,Manual,18.6,1197,5,550000
Mahindra,63452,Dealer,Diesel,Manual,15.4,2179,7,1070000
Hyundai,45000,Dealer,Petrol,Automatic,17.0,1591,5,1225000
Ford,60000,Dealer,Diesel,Manual,20.0,1399,5,220000
Mahindra,65000,Dealer,Diesel,Manual,12.05,2179,8,545000
Hyundai,42000,Dealer,Petrol,Manual,18.6,1197,5,585000
Maruti,52000,Dealer,Petrol,Manual,21.21,1197,5,448000
Honda,30000,Individual,Petrol,Automatic,18.0,1497,5,825000
Hyundai,80000,Individual,Diesel,Manual,21.19,1396,5,430000
BMW,76000,Dealer,Diesel,Automatic,18.12,1995,5,2050000
Hyundai,57210,Dealer,Petrol,Manual,20.36,1197,5,298000
Maruti,70000,Individual,Petrol,Manual,20.92,998,5,165000
Maruti,120000,Individual,Diesel,Manual,28.4,1248,5,547000
Maruti,42000,Dealer,Petrol,Manual,23.1,998,5,425000
Honda,55000,Dealer,Petrol,Automatic,15.5,1198,5,425000
Maruti,48300,Individual,Petrol,Automatic,23.1,998,5,420000
Hyundai,60000,Individual,Petrol,Manual,17.92,1086,5,240000
Maruti,43000,Dealer,Petrol,Manual,20.85,1197,5,395000
Maruti,18307,Dealer,Petrol,Automatic,20.51,998,5,415000
Tata,20000,Individual,Diesel,Manual,21.5,1497,5,1000000
Hyundai,70000,Dealer,Diesel,Manual,21.9,1396,5,470000
Hyundai,63000,Individual,Petrol,Manual,18.9,1197,5,340000
Honda,79000,Dealer,Petrol,Manual,17.4,1497,5,700000
Ford,80000,Individual,Diesel,Manual,20.0,1399,5,270000
BMW,87000,Dealer,Diesel,Automatic,18.88,1995,5,1175000
Maruti,85000,Individual,Diesel,Manual,26.59,1248,5,470000
Mahindra,113000,Dealer,Diesel,Manual,16.0,2179,7,650000
Maruti,90000,Dealer,Diesel,Automatic,26.59,1248,5,715000
Maruti,20000,Dealer,Petrol,Manual,22.0,1197,5,645000
Maruti,39000,Dealer,Petrol,Manual,21.79,998,5,135000
Hyundai,15000,Dealer,Petrol,Automatic,17.0,1591,5,1150000
Hyundai,51000,Dealer,Diesel,Manual,21.38,1396,5,875000
BMW,33000,Individual,Petrol,Automatic,17.61,1998,5,2775000
Toyota,94000,Dealer,Diesel,Manual,12.99,2494,7,411000
Hyundai,48000,Dealer,Petrol,Manual,18.6,1197,5,490000
Toyota,83386,Dealer,Petrol,Automatic,12.98,2494,5,750000
Volkswagen,35000,Individual,Petrol,Manual,16.47,1198,5,530000
Ford,4015,Individual,Petrol,Manual,17.0,1497,5,946000
Hyundai,8468,Dealer,Petrol,Manual,18.9,1197,5,685000
Maruti,56600,Individual,Petrol,Manual,16.02,1373,7,475000
Volkswagen,67000,Dealer,Petrol,Manual,15.04,1598,5,360000
Honda,14479,Dealer,Petrol,Manual,18.7,1199,5,700000
Porsche,96000,Individual,Diesel,Automatic,16.12,2967,5,2800000
Hyundai,32400,Dealer,Petrol,Manual,17.92,1086,5,270000
Renault,64000,Dealer,Diesel,Manual,19.01,1461,5,370000
Audi,38000,Dealer,Diesel,Automatic,18.25,1968,5,2055000
BMW,38000,Dealer,Diesel,Automatic,17.66,2993,4,4700000
BMW,38000,Dealer,Diesel,Automatic,18.84,1995,5,2075000
Hyundai,16000,Dealer,Petrol,Manual,18.5,1197,5,540000
Hyundai,67000,Dealer,Petrol,Automatic,18.9,1197,5,540000
Maruti,15439,Dealer,Petrol,Manual,19.01,1462,7,980000
Maruti,10000,Individual,Petrol,Manual,22.74,796,5,320000
Hyundai,57000,Dealer,Petrol,Manual,20.36,1197,5,375000
Hyundai,70000,Individual,Diesel,Manual,22.54,1396,5,440000
Hyundai,63239,Dealer,Diesel,Manual,22.54,1396,5,650000
Maruti,30000,Individual,Petrol,Manual,20.4,1197,5,435000
Toyota,60000,Dealer,Petrol,Automatic,19.16,2487,5,2350000
Ford,80150,Dealer,Petrol,Manual,15.8,1499,5,500000
Maruti,50000,Individual,Diesel,Manual,28.09,1248,5,825000
Maruti,15000,Dealer,Petrol,Automatic,21.63,998,5,570000
Maruti,57000,Individual,Petrol,Manual,21.4,1197,5,625000
Ford,27000,Individual,Petrol,Manual,15.85,1499,5,870000
Maruti,15000,Individual,Petrol,Manual,19.34,1462,7,920000
Maruti,9500,Dealer,Petrol,Manual,22.0,1197,5,799000
Honda,100000,Individual,Petrol,Automatic,17.0,1497,5,200000
Datsun,50000,Individual,Petrol,Manual,20.63,1198,5,315000
Ford,41000,Dealer,Diesel,Automatic,10.91,3198,7,3200000
Hyundai,13230,Dealer,Petrol,Manual,18.6,1197,5,772000
Skoda,50000,Dealer,Diesel,Automatic,21.66,1498,5,580000
Jeep,67000,Dealer,Diesel,Manual,17.1,1956,5,1740000
Mahindra,30000,Individual,Diesel,Manual,15.1,2179,7,950000
Honda,65000,Dealer,Petrol,Manual,17.0,1497,5,299000
Mahindra,5000,Individual,Diesel,Manual,17.3,1497,7,980000
Ford,17000,Dealer,Petrol,Manual,18.16,1196,5,485000
Ford,35500,Dealer,Petrol,Manual,15.6,1196,5,271000
Volkswagen,61500,Dealer,Petrol,Manual,16.2,1199,5,498000
Maruti,59455,Dealer,Petrol,Manual,19.7,796,5,175000
Maruti,110000,Individual,Diesel,Manual,22.9,1248,5,440000
Renault,64000,Individual,Petrol,Manual,25.17,799,5,300000
Mahindra,105000,Dealer,Diesel,Manual,16.0,2179,7,525000
Honda,65000,Dealer,Petrol,Manual,17.0,1497,5,295000
Hyundai,5800,Individual,Petrol,Automatic,18.9,1197,5,525000
Hyundai,30000,Dealer,Petrol,Automatic,16.95,1197,5,332000
Maruti,52865,Dealer,Petrol,Manual,23.95,998,5,245000
Maruti,31000,Dealer,Petrol,Manual,20.73,1373,5,785000
Kia,6000,Dealer,Petrol,Manual,16.8,1497,5,1425000
Ford,25592,Dealer,Petrol,Automatic,14.8,1497,5,1095000
Hyundai,12000,Dealer,Petrol,Automatic,18.9,1197,5,625000
Maruti,56000,Individual,Diesel,Manual,24.52,1248,7,975000
Hyundai,46900,Dealer,Petrol,Automatic,18.9,1197,5,461000
Mahindra,36000,Dealer,Diesel,Manual,17.3,1497,7,1085000
Maruti,23995,Dealer,Diesel,Automatic,24.3,1248,5,1100000
Maruti,76000,Dealer,Diesel,Manual,24.3,1248,5,850000
Maruti,20000,Individual,Petrol,Manual,20.85,1197,5,575000
Maruti,31343,Dealer,Diesel,Manual,24.3,1248,5,925000
Mini,30000,Dealer,Petrol,Automatic,13.6,1598,4,2300000
Maruti,35000,Individual,Diesel,Manual,20.77,1248,7,725000
Volkswagen,58000,Dealer,Diesel,Manual,20.14,1498,5,625000
Toyota,90000,Dealer,Diesel,Manual,12.99,2494,7,575000
Toyota,10000,Individual,Petrol,Manual,21.01,1197,5,750000
Honda,70000,Dealer,Petrol,Manual,17.8,1497,5,700000
Maruti,25000,Dealer,Petrol,Manual,20.4,1197,5,415000
Hyundai,50000,Individual,Diesel,Manual,24.0,1186,5,450000
Volkswagen,52000,Dealer,Petrol,Automatic,17.21,1197,5,645000
Maruti,38000,Individual,Diesel,Manual,20.77,1248,7,650000
Hyundai,32100,Dealer,Petrol,Manual,18.9,1197,5,495000
Maruti,27500,Individual,Petrol,Manual,20.51,998,5,440000
Hyundai,70000,Dealer,Petrol,Automatic,16.95,1197,5,225000
Hyundai,52000,Dealer,Petrol,Manual,18.5,1197,5,345000
Ford,76500,Dealer,Diesel,Manual,20.0,1399,5,235000
Mahindra,9000,Individual,Diesel,Manual,15.1,2179,7,1625000
Maruti,76000,Dealer,Diesel,Manual,19.3,1248,5,435000
Honda,58000,Dealer,Petrol,Manual,16.8,1497,5,260000
Hyundai,50000,Individual,Diesel,Manual,24.0,1186,5,500000
Maruti,20000,Individual,Diesel,Manual,24.3,1248,5,870000
Maruti,57000,Dealer,Petrol,Manual,23.95,998,5,390000
Datsun,70000,Individual,Petrol,Manual,19.44,1198,7,350000
Toyota,88251,Dealer,Diesel,Automatic,12.55,2982,7,1490000
Maruti,39500,Dealer,Petrol,Automatic,22.0,1197,5,725000
Maruti,77100,Dealer,Petrol,Manual,16.02,1373,7,550000
Toyota,57000,Dealer,Diesel,Manual,13.68,2393,7,1390000
Volkswagen,56000,Dealer,Petrol,Manual,16.47,1198,5,335000
Tata,35000,Individual,Diesel,Manual,13.93,2179,7,675000
Honda,22000,Dealer,Petrol,Automatic,18.2,1199,5,800000
Hyundai,41473,Dealer,Petrol,Manual,18.9,1197,5,550000
Mahindra,49100,Individual,Diesel,Manual,15.1,2179,7,800000
Honda,15000,Individual,Diesel,Manual,25.5,1498,5,790000
Ford,97000,Dealer,Diesel,Manual,25.83,1498,5,475000
Jaguar,49000,Dealer,Diesel,Automatic,16.36,2179,5,2650000
Toyota,30000,Dealer,Diesel,Automatic,11.36,2755,7,2250000
Volkswagen,43000,Dealer,Petrol,Manual,17.24,1198,5,600000
Hyundai,65694,Dealer,Petrol,Manual,17.01,1591,5,510000
Maruti,18000,Dealer,Petrol,Manual,21.21,1197,5,740000
BMW,45833,Dealer,Diesel,Automatic,19.59,1995,5,2700000
Maruti,10450,Dealer,Diesel,Automatic,28.4,1248,5,850000
Ford,11458,Dealer,Diesel,Manual,21.7,1498,5,990000
Volkswagen,79000,Dealer,Diesel,Manual,20.54,1598,5,349000
Mini,22000,Dealer,Petrol,Automatic,17.33,1998,4,3875000
Volkswagen,63000,Dealer,Diesel,Manual,20.14,1498,5,645000
Maruti,25000,Individual,Petrol,Manual,21.21,1197,5,475000
Mercedes-Benz,20000,Dealer,Diesel,Automatic,13.5,2987,5,5675000
Maruti,23600,Dealer,Diesel,Automatic,28.4,1248,5,775000
Datsun,15000,Individual,Petrol,Manual,22.5,999,5,285000
Maruti,40000,Individual,Petrol,Manual,23.95,998,5,350000
Ford,59000,Dealer,Diesel,Manual,20.0,1399,5,410000
Maruti,20000,Individual,Petrol,Manual,21.56,1462,5,820000
Ford,58100,Dealer,Diesel,Manual,22.7,1498,5,450000
Ford,90000,Individual,Diesel,Manual,25.83,1498,5,480000
Hyundai,11700,Individual,Diesel,Manual,24.0,1186,5,580000
Ford,60000,Dealer,Diesel,Manual,20.0,1399,5,210000
Hyundai,40300,Dealer,Petrol,Manual,20.36,1197,5,335000
Maruti,59500,Individual,Diesel,Manual,23.4,1248,5,560000
BMW,10500,Dealer,Diesel,Automatic,22.48,1995,5,5000000
Honda,97000,Individual,Diesel,Manual,25.8,1498,5,400000
Audi,52000,Dealer,Petrol,Automatic,15.64,1798,5,1400000
Mahindra,15000,Individual,Diesel,Manual,25.32,1198,6,500000
Maruti,81754,Dealer,Diesel,Manual,20.77,1248,7,670000
Maruti,74675,Dealer,Diesel,Manual,20.77,1248,7,499000
Maruti,51000,Dealer,Petrol,Manual,23.26,1197,5,485000
Ford,58481,Dealer,Diesel,Manual,20.0,1399,5,435000
Honda,62000,Dealer,Petrol,Manual,17.7,1497,5,200000
Renault,24000,Dealer,Petrol,Manual,25.17,799,5,375000
Hyundai,44800,Individual,Petrol,Manual,18.9,1197,5,445000
Tata,12750,Dealer,Diesel,Manual,17.0,1956,5,1750000
Hyundai,21065,Dealer,Petrol,Manual,18.9,1197,5,575000
Hyundai,16500,Dealer,Petrol,Manual,17.43,1396,5,771000
Mahindra,30000,Dealer,Diesel,Manual,16.0,2179,7,1475000
Tata,35000,Individual,Petrol,Manual,23.84,1199,5,434000
Maruti,88466,Dealer,Petrol,Manual,18.6,1197,5,290000
Renault,17500,Individual,Petrol,Manual,23.01,999,5,360000
Volkswagen,37000,Dealer,Petrol,Manual,15.04,1598,5,670000
Hyundai,70000,Individual,Diesel,Manual,23.9,1582,5,625000
Maruti,110000,Individual,Diesel,Manual,28.09,1248,5,700000
Maruti,14171,Dealer,Petrol,Manual,21.01,1197,5,750000
BMW,76186,Dealer,Petrol,Automatic,12.05,1995,5,1500000
Ford,56000,Dealer,Petrol,Manual,15.6,1196,5,370000
Maruti,35000,Individual,Petrol,Manual,24.7,796,5,240000
Skoda,55572,Dealer,Petrol,Automatic,13.7,1798,5,1065000
Tata,20000,Individual,Petrol,Manual,23.84,1199,5,550000
Mahindra,92000,Dealer,Diesel,Manual,10.5,2179,7,295000
Maruti,39264,Dealer,Petrol,Manual,20.51,998,5,450000
Ford,57000,Dealer,Diesel,Manual,22.7,1498,5,570000
Hyundai,9000,Dealer,Petrol,Manual,18.9,1197,5,595000
Maruti,54000,Dealer,Petrol,Manual,18.6,1197,5,340000
Hyundai,50000,Individual,Diesel,Manual,21.38,1396,5,870000
Maruti,80000,Individual,Petrol,Manual,18.9,998,5,120000
Maruti,41000,Individual,Diesel,Manual,26.8,1248,5,575000
Maruti,57000,Individual,Diesel,Manual,23.4,1248,5,420000
Renault,15000,Individual,Petrol,Manual,25.17,799,5,410000
Hyundai,25000,Individual,Diesel,Manual,21.38,1396,5,1100000
Toyota,25000,Individual,Petrol,Automatic,17.8,1496,5,1080000
Jaguar,14000,Dealer,Diesel,Automatic,19.33,1999,5,4550000
Renault,10000,Individual,Petrol,Manual,25.17,799,5,330000
Ford,13050,Dealer,Diesel,Manual,22.77,1498,5,875000
Toyota,91771,Dealer,Diesel,Manual,13.68,2393,7,1650000
Maruti,41248,Dealer,Petrol,Automatic,23.1,998,5,420000
Ford,66000,Dealer,Diesel,Manual,22.77,1498,5,775000
Honda,10229,Dealer,Petrol,Manual,17.4,1497,5,1100000
Hyundai,11000,Dealer,Petrol,Manual,18.27,998,5,1075000
Renault,40500,Dealer,Petrol,Manual,25.17,799,5,310000
Datsun,35000,Individual,Petrol,Manual,22.5,999,5,250000
Mahindra,120000,Individual,Diesel,Manual,15.1,2179,7,560000
Tata,35000,Individual,Petrol,Manual,20.3,1199,5,500000
Mahindra,59000,Dealer,Diesel,Automatic,16.0,2179,7,1185000
Hyundai,32000,Dealer,Petrol,Manual,17.01,1591,5,580000
Maruti,19369,Dealer,Petrol,Manual,23.95,998,5,356000
Maruti,82088,Individual,Petrol,Manual,18.9,998,5,210000
Maruti,22000,Individual,Petrol,Manual,23.1,998,5,450000
Hyundai,90000,Individual,Diesel,Manual,21.9,1396,5,300000
Ford,96000,Dealer,Diesel,Manual,20.0,1399,5,425000
Maruti,36700,Dealer,Diesel,Manual,24.52,1248,7,895000
Hyundai,80000,Individual,Petrol,Manual,20.36,1197,5,230000
Honda,68000,Dealer,Petrol,Manual,16.8,1497,5,500000
Maruti,50000,Individual,Diesel,Manual,24.3,1248,5,775000
Maruti,44000,Dealer,Petrol,Manual,20.51,998,5,410000
Hyundai,29000,Dealer,Petrol,Manual,18.9,1197,5,495000
Maruti,49000,Dealer,Petrol,Manual,21.21,1197,5,325000
Ford,73000,Dealer,Petrol,Manual,15.6,1196,5,299000
Volkswagen,61000,Dealer,Petrol,Manual,16.47,1198,5,320000
Mercedes-Benz,85000,Dealer,Diesel,Automatic,14.21,2143,5,975000
Maruti,14000,Individual,Petrol,Manual,20.51,998,5,440000
Hyundai,5000,Individual,Petrol,Manual,18.9,1197,5,640000
Maruti,42000,Dealer,Petrol,Manual,20.4,1197,5,525000
Mahindra,46000,Dealer,Diesel,Manual,15.1,2179,7,1775000
Hyundai,70000,Dealer,Diesel,Manual,20.5,1582,5,1125000
Maruti,31000,Dealer,Diesel,Manual,28.4,1248,5,521000
Hyundai,40000,Individual,Diesel,Automatic,22.0,1582,5,980000
Ford,25000,Individual,Diesel,Manual,23.0,1498,5,950000
Maruti,49500,Individual,Diesel,Manual,28.09,1248,5,700000
Maruti,30000,Individual,Petrol,Automatic,23.1,998,5,450000
Skoda,48592,Dealer,Diesel,Manual,18.7,1896,5,1675000
Ford,68281,Dealer,Diesel,Manual,22.7,1498,5,420000
Hyundai,38000,Dealer,Diesel,Manual,22.54,1396,5,875000
Volkswagen,39000,Dealer,Diesel,Manual,22.07,1199,5,365000
Honda,85000,Individual,Petrol,Manual,17.0,1497,5,530000
BMW,12000,Dealer,Diesel,Automatic,22.48,1995,5,3900000
Mercedes-Benz,40000,Dealer,Diesel,Automatic,11.3,2987,7,4700000
Mahindra,81000,Dealer,Diesel,Manual,15.1,2179,7,715000
Hyundai,51000,Dealer,Petrol,Manual,19.81,1086,5,175000
Volkswagen,118000,Dealer,Diesel,Manual,20.54,1598,5,540000
Skoda,57000,Dealer,Petrol,Manual,15.0,1598,5,295000
Toyota,100930,Dealer,Diesel,Automatic,15.04,2755,7,2925000
Maruti,7000,Individual,Petrol,Manual,21.01,1197,5,750000
Renault,38000,Individual,Diesel,Manual,19.01,1461,5,580000
Hyundai,90000,Individual,Petrol,Manual,18.5,1197,5,535000
Maruti,33254,Dealer,Diesel,Manual,24.3,1248,5,825000
Ford,36203,Dealer,Diesel,Manual,22.77,1498,5,725000
Volkswagen,86400,Dealer,Diesel,Manual,20.14,1498,5,565000
Hyundai,70000,Dealer,Petrol,Automatic,18.9,1197,5,430000
Ford,47935,Dealer,Petrol,Automatic,14.7,1496,5,865000
Hyundai,15000,Individual,Petrol,Manual,17.0,1591,5,970000
Maruti,20000,Individual,Petrol,Manual,17.5,1373,7,750000
Hyundai,65000,Dealer,Petrol,Manual,18.5,1197,5,300000
BMW,48000,Dealer,Diesel,Automatic,16.73,2495,5,1290000
Hyundai,83347,Dealer,Petrol,Manual,20.36,1197,5,385000
Maruti,49000,Dealer,Petrol,Manual,22.74,796,5,270000
Ford,60000,Individual,Diesel,Manual,23.0,1498,5,990000
Volkswagen,21000,Dealer,Diesel,Manual,20.14,1498,5,865000
Ford,79000,Dealer,Diesel,Manual,20.0,1399,5,365000
Honda,122671,Individual,Petrol,Manual,17.7,1497,5,140000
Honda,22500,Dealer,Petrol,Manual,17.5,1199,5,733000
Maruti,107000,Dealer,Diesel,Manual,23.4,1248,5,285000
Maruti,100000,Individual,Diesel,Manual,22.9,1248,5,325000
Hyundai,90000,Individual,Diesel,Manual,22.32,1582,5,630000
Honda,62000,Dealer,Diesel,Manual,26.0,1498,5,580000
Hyundai,78000,Individual,Diesel,Manual,23.0,1396,5,215000
Honda,57762,Dealer,Petrol,Manual,17.4,1497,5,550000
Hyundai,39000,Dealer,Petrol,Manual,18.9,1197,5,360000
Maruti,58000,Dealer,Petrol,Manual,20.73,1373,5,725000
Hyundai,94000,Individual,Petrol,Manual,19.81,1086,5,222000
Hyundai,50000,Dealer,Petrol,Manual,18.5,1197,5,275000
Maruti,13413,Dealer,Petrol,Automatic,23.95,998,5,485000
Ford,106000,Dealer,Diesel,Manual,20.0,1399,5,285000
Maruti,4300,Dealer,Petrol,Automatic,21.4,1197,5,790000
Maruti,45185,Dealer,Diesel,Manual,28.09,1248,5,875000
Maruti,30000,Individual,Petrol,Manual,15.37,1196,7,370000
Mahindra,120442,Dealer,Diesel,Manual,15.1,2179,7,825000
Maruti,45000,Dealer,Petrol,Manual,17.5,1298,5,340000
Renault,25000,Individual,Petrol,Manual,23.01,999,5,330000
Datsun,22500,Dealer,Petrol,Manual,22.5,999,5,280000
Hyundai,23000,Dealer,Petrol,Automatic,17.0,1591,5,1050000
Hyundai,30000,Individual,Petrol,Manual,18.6,1197,5,635000
Honda,50000,Dealer,Diesel,Manual,26.0,1498,5,825000
Tata,84523,Dealer,Diesel,Manual,17.6,2179,7,1198000
Hyundai,50000,Individual,Petrol,Manual,18.6,1197,5,530000
Maruti,40000,Individual,Diesel,Manual,25.2,1248,5,630000
Renault,90000,Individual,Diesel,Manual,19.01,1461,5,300000
Maruti,11437,Dealer,Petrol,Automatic,18.5,1197,5,699000
Honda,58000,Dealer,Petrol,Manual,17.0,1497,5,455000
Maruti,29000,Dealer,Petrol,Automatic,23.1,998,5,465000
Maruti,100000,Individual,Petrol,Manual,16.1,1298,5,320000
Maruti,120000,Individual,Diesel,Manual,23.4,1248,5,350000
Skoda,80000,Dealer,Diesel,Manual,21.14,1498,5,525000
Volkswagen,100000,Dealer,Diesel,Manual,20.34,1498,5,525000
Volkswagen,52000,Dealer,Diesel,Manual,20.14,1498,5,775000
Toyota,57000,Dealer,Petrol,Manual,11.4,1998,7,1450000
Toyota,113000,Dealer,Diesel,Manual,12.99,2494,7,1125000
Maruti,112454,Dealer,Diesel,Manual,22.9,1248,5,440000
Honda,47000,Dealer,Petrol,Manual,16.8,1497,5,445000
Maruti,42000,Dealer,Diesel,Manual,20.77,1248,7,750000
Maruti,40000,Individual,Petrol,Manual,23.95,998,5,260000
Honda,41000,Dealer,Petrol,Automatic,18.2,1199,5,725000
Maruti,8500,Individual,Petrol,Manual,21.56,1462,5,950000
Hyundai,48000,Dealer,Diesel,Automatic,17.01,1582,5,1175000
Honda,27880,Dealer,Petrol,Automatic,18.4,1498,5,1145000
Maruti,8401,Dealer,Petrol,Automatic,21.79,998,5,545000
Maruti,108000,Dealer,Diesel,Manual,17.8,1248,5,275000
Hyundai,48000,Individual,Diesel,Manual,16.2,1493,5,325000
Hyundai,98000,Dealer,Diesel,Manual,23.0,1396,5,625000
Mahindra,2000,Individual,Diesel,Manual,16.5,1493,7,800000
Ford,41500,Dealer,Petrol,Automatic,15.63,1499,5,649000
Ford,42000,Dealer,Diesel,Manual,20.0,1399,5,460000
Maruti,85000,Dealer,Diesel,Manual,19.3,1248,5,340000
Maruti,86000,Individual,Diesel,Manual,24.52,1248,7,700000
Ford,61087,Dealer,Petrol,Automatic,15.63,1499,5,785000
Volkswagen,120000,Individual,Diesel,Manual,20.54,1598,5,450000
Ford,40000,Individual,Diesel,Manual,26.1,1498,5,700000
Skoda,70000,Individual,Diesel,Manual,20.5,1598,5,450000
Audi,80000,Dealer,Diesel,Automatic,17.11,1968,5,1400000
Toyota,25017,Dealer,Petrol,Automatic,17.8,1496,5,950000
Maruti,68000,Dealer,Petrol,Manual,20.92,998,5,265000
Honda,65000,Dealer,Petrol,Manual,17.7,1497,5,110000
Mercedes-Benz,59000,Dealer,Petrol,Automatic,11.74,1796,5,650000
Maruti,9000,Dealer,Petrol,Manual,21.4,1197,5,595000
Hyundai,49515,Dealer,Petrol,Manual,18.5,1197,5,485000
Hyundai,52000,Dealer,Petrol,Manual,17.92,1086,5,235000
Honda,68000,Individual,Diesel,Manual,26.0,1498,5,630000
Toyota,117306,Dealer,Diesel,Manual,12.99,2494,7,800000
Tata,31000,Dealer,Petrol,Manual,23.84,1199,5,475000
Maruti,40000,Dealer,Diesel,Manual,27.39,1248,5,725000
Hyundai,18000,Individual,Diesel,Manual,21.19,1396,5,600000
Honda,44000,Dealer,Diesel,Manual,27.3,1498,5,630000
Hyundai,8700,Dealer,Petrol,Manual,18.9,1197,5,475000
Renault,47000,Dealer,Petrol,Manual,25.17,799,5,225000
Toyota,100000,Dealer,Petrol,Automatic,12.1,2362,5,1100000
Skoda,59000,Dealer,Petrol,Automatic,13.7,1798,5,449000
Maruti,11000,Dealer,Petrol,Manual,22.0,1197,5,645000
Ford,36520,Dealer,Diesel,Manual,22.77,1498,5,1090000
Maruti,90000,Individual,Diesel,Manual,23.4,1248,5,550000
Mahindra,67000,Individual,Diesel,Manual,16.0,2179,7,960000
Hyundai,56000,Individual,Diesel,Manual,19.67,1582,5,875000
Maruti,94000,Dealer,Diesel,Manual,20.77,1248,7,585000
Honda,43000,Dealer,Petrol,Automatic,18.0,1497,5,675000
Toyota,36000,Individual,Diesel,Manual,13.68,2393,7,2150000
Maruti,7500,Dealer,Petrol,Automatic,20.89,1197,5,625000
Hyundai,32000,Dealer,Petrol,Manual,18.6,1197,5,690000
Skoda,22500,Individual,Diesel,Manual,21.14,1498,5,600000
Maruti,72000,Dealer,Diesel,Manual,28.09,1248,5,560000
Maruti,50000,Individual,Diesel,Manual,27.39,1248,5,625000
